assestment;text;author;source
Prawda;Cała Solidarna Polska głosowała za kandydaturą Isakowicza-Zaleskiego... Prawie cała. (do Państwowej Komisji do spraw wyjaśniania przypadków czynności skierowanych przeciwko wolności seksualnej i obyczajności wobec małoletniego poniżej lat 15 – przyp. Demagog);Patryk Jaki;Kawa na ławę, 15.11.2020
Fałsz;Użycie broni gładkolufowej celowanej wyżej niż powyżej pasa jest nieprzepisowe.;Krzysztof Bosak;Kropka nad i, 12.11.2020
Prawda;Tu (w procesie przyznawania pomocy finansowej z Funduszy Wsparcia Kultury – przyp. Demagog) przede wszystkim nie było warunku, że firma musi, w większości przynajmniej swojej aktywności, zajmować się działalnością artystyczną.;Bogdan Zdrojewski;Poranek Radia TOK FM, 16.11.2020
Fałsz;To już pytanie nie do mnie. Za to (publikację wyroku – przyp. Demagog) odpowiada sam Trybunał (Konstytucyjny – przyp. Demagog).;Radosław Fogiel;Gość Radia ZET, 10.11.2020
Manipulacja;Amerykański koncern ogłosił, że ma szczepionkę, która na tych początkowych testach dała skuteczność 90%. To warto wspomnieć, że bardzo popularne szczepionki na grypę dają 40%-45% skuteczności, a tutaj mamy 90%.;Tomasz Rzymkowski;Kwadrans polityczny, 10.11.2020
Prawda;We mnie się krew burzy, jak słyszę głosy różnych polityków, np. (...) posła Ociepy, który mówi, że Fundusz Solidarnościowy... nic nie zostało z niego zabrane. Przecież sam głosował za tym, żeby Fundusz Solidarnościowy poszedł na trzynastki i czternastki.;Iwona Hartwich;Jeden na jeden, 28.10.2020
Prawda; 7 stycznia 1993 r. (...) 27 lat temu. Jarosław Kaczyński podniósł rękę za kompromisem aborcyjnym.;Michał Szczerba;Posiedzenie Sejmu, 28.10.2020
Fałsz;Przy dużo niższym poziomie PKB, w 2009 i ‘10 r. deficyt budżetowy oscylował wokół 100 mld.;Mateusz Morawiecki;Q&A na Facebooku, 4.11.2020
Prawda;Ostatnie badania pokazują, że 55% obywateli jest za zniesieniem zakazu handlu w niedziele, 32% ma przeciwne zdanie, a 12% nie ma żadnego zdania.;Adam Szejnfeld;Posiedzenie Senatu, 26.10.2020
Prawda;Pan Morawiecki powoływał się na Instytut Modelowania Uniwersytetu Warszawskiego i twierdził, że oni wskazują na to, że jest związek (pomiędzy protestami a wzrostem zakażeń – przyp. Demagog), a oni się odcięli od tej informacji, powiedzieli, że absolutnie z ich badań to nie wynika.;Katarzyna Lubnauer;Woronicza 17, 8.11.2020
Fałsz;Wśród liderek Strajku Kobiet jest pani, która mówi, że katolicy nie powinni pełnić funkcji publicznych w państwie polskim. ;Artur Soboń;Kropka nad i, 5.11.2020
Prawda;Jesteśmy w sytuacji, w której (...) piątym byliśmy wczoraj (5 listopada – przyp. Demagog) krajem na świecie, jeżeli chodzi o liczbę zakażeń. Przed nami były Włochy z 34 tys., tylko że oni zrobili 220 tys. testów.;Szymon Hołownia;Gość Radia ZET, 06.11.2020
Prawda;Raport NIK wyraźnie mówi, że dostępność na wsi kobiet do gabinetów ginekologicznych jest na poziomie niewielkim. Niewielki, tzn.: 2%, tak naprawdę, kobiet przeprowadza pełne badania w okresie ciąży, 78% kobiet nie robi podstawowych badań w okresie ciąży, które zaleca lekarz, 20% kobiet nie ma nawet dokumentacji przebiegu ciąży.;Iwona Kozłowska;Posiedzenie Sejmu, 28.10.2020
Prawda;W roku ‘97 zupełnie inny Trybunał (Konstytucyjny – przyp. Demagog) orzekł, że aborcja na życzenie, z tzw. przyczyn społecznych, jest również niezgodna z konstytucją i z zasadą ochrony życia.;Marcin Horała;Kawa na ławę, 25.10.2020
Prawda;Jak wszyscy pamiętamy, prof. Lech Kaczyński był zwolennikiem kompromisu aborcyjnego. ;Andrzej Duda;Gość Wydarzeń, 28.10.2020
Prawda;Właśnie mija 6 lat od wyroku Trybunału Konstytucyjnego na temat świadczeń dla (...) opiekunów dorosłych osób z niepełnosprawnościami. Wciąż nie wykonaliście tego wyroku. (...) Opiekunowie dorosłych osób z niepełnosprawnościami wciąż otrzymują zaledwie 620 zł netto miesięcznie.;Agnieszka Dziemianowicz-Bąk;Kropka nad i, 26.10.2020
Manipulacja;Jak rozumiem, chodzi pani o wyrok Trybunału Konstytucyjnego, który wzbudza ostatnio tyle emocji i dyskusji. To zależy od Rządowego Centrum Legislacji, które publikuje wyroki. (...) Ja powtórzę, to nie premier publikuje ten wyrok.;Michał Dworczyk;Jeden na jeden w TVN24, 3.11.2020
Manipulacja;Mamy dzisiaj w Polsce, Wysoka Izbo, bardzo wysoki stan zagrożenia z powodu epidemii. (...) Otóż ten stan wyklucza jakiekolwiek spotkania, publiczne, powyżej 5 osób.;Jarosław Kaczyński;Posiedzenie Sejmu, 28.10.2020
Fałsz;Drugie największe lotnisko w Wielkiej Brytanii przekształcone w kostnicę.;Paweł Szefernaker;Fakty po Faktach, 26.09.2020
Fałsz;Średnia płaca prokuratorów w IPN to 17 tysięcy zł.;Bogdan Borusewicz;Posiedzenie Senatu, 29.09.2020
Fałsz;W Polsce rocznie odnotowuje się 6 tys. samobójstw.;Michał Gramatyka;Posiedzenie Sejmu, 22.10.2020
Nieweryfikowalne;8 na 10 mężczyzn w momencie, kiedy dowiaduje się, że ich kobieta rodzi niepełnosprawne dziecko, to zostawiają kobietę samą.;Joanna Scheuring-Wielgus;Kawa na ławę, 25.10.2020
Prawda;Dzisiaj liczba zakażeń w Polsce jest większa niż w Niemczech, które mają dwa razy więcej ludności niż Polska.;Cezary Tomczyk;Tłit, 12.10.2020
Prawda;Pan minister Kraska 6 tygodni temu: „Druga fala koronawirusa będzie łagodniejsza, możemy przekroczyć liczbę tysiąca zakażeń dziennie”.;Cezary Tomczyk;Posiedzenie Sejmu, 21.10.2020
Fałsz;Na 120, 130 protestów, które odbyły się w niedzielę, pod kuriami, pod kościołami, przed budynkami, tak naprawdę tylko w trzech przypadkach były takie sytuacje, w których kobiety zdecydowały się wejść do kościoła. Naprawdę, nie było ich więcej.;Katarzyna Kotula;Poranek Radia TOK FM, 27.10.2020
Fałsz;Luka VAT-owska jest wyższa niż w Unii Europejskiej, średnia.;Izabela Leszczyna;Fakty po Faktach, 12.10.2020
Fałsz;Możliwość przerwania ciąży wtedy, kiedy ciąża jest z wyniku czynu zabronionego, czyli z gwałtu lub z kazirodztwa, lub gdy (...) zagraża życiu matki. Co jest w tej chwili około 20% dokonywanych aborcji, kilkanaście rocznie.;Barbara Nowacka;Gość Radia Zet, 22.10.2020
Prawda;Jarosław Kaczyński powiedział kiedyś, że on by chciał, żeby nawet ciąże, które są poważnie uszkodzone, doprowadzały do porodu, chociażby po to, żeby móc takie nowonarodzone, niezdolne do przeżycia dziecko ochrzcić.;Agnieszka Dziemianowicz-Bąk;Fakty po Faktach, 22.10.2020
Fałsz;99% aborcji to dzieci z „podejrzeniem” ZD (zespołu Downa – przyp. Demagog).;Patryk Jaki;Facebook, 22.10.2020
Prawda;Konfederacja jest jedynym klubem/kołem w Sejmie, którego 100% posłów podpisało się pod wnioskiem do TK, który doprowadził do dzisiejszego rozstrzygnięcia.;Krzysztof Bosak;Twitter, 22.10.2020 
Fałsz;Wtedy każdego dnia była coraz mniejsza liczba zakażeń i premier powiedział, że wirus jest w odwrocie.;Michał Dworczyk;Kropka nad i, 19.10.2020
Prawda;Na pierwsze 100 tys. zachorowań potrzebowaliśmy 216 dni, na drugą setkę – 100 tys. – 17 dni;Robert Kropiwnicki;Posiedzenie Sejmu, 21.10.2020
Prawda; Ile w tej chwili miejsc rezydenckich jest na choroby zakaźne? Tylko 137.;Paweł Bejda;Woronicza 17, 11.10.2020
Prawda;30% młodych ludzi (w Polsce – przyp. Demagog) nie wierzy w pandemię.;Władysław Kosiniak-Kamysz;Kawa na Ławę, 11.10.2020
Prawda;Strategia Bezpieczeństwa Narodowego z maja tego roku, jak dobrze pamiętam, definiuje potrzebę stworzenia takiego ośrodka koordynacyjnego dla polityki bezpieczeństwa państwa, więc to nie jest stworzony komitet dla Jarosława Kaczyńskiego, tylko to było zapisane, że resorty obrony, spraw wewnętrznych, sprawiedliwości powinny skoordynować swoje działania.;Marcin Ociepa;Rozmowa Piaseckiego, 01.10.2020
Prawda;Od początku pandemii w Polsce zmarło 3 tys. osób zarażonych koronawirusem. We Francji, we Włoszech, w Wielkiej Brytanii 10 razy więcej.;Michał Wójcik;Rozmowa Piaseckiego, 13.10.2020
Fałsz;Nawet w 80-90% wyniki testów RT-PCR (testy na koronawirusa – przyp. Demagog) są błędne – czyli fałszywie pozytywne.;Jacek Wilk;Facebook, 14.10.2020
Manipulacja;Krzyczącym, że powinienem był budować szpitale, nie stadiony, pragnę przypomnieć, że w latach 2005-2007, za rządów Kaczyńskiego, w Polsce liczba szpitali zmniejszyła się o 33, gdy za naszych rządów zwiększyła się o 208. Po 2015 znowu zaczęła spadać.;Donald Tusk;Twitter, 19.10.2020
Manipulacja;300 ponad przypadków (zachorowań na COVID-19 – przyp. Demagog) w Hiszpanii na 100 tys. mieszkańców, u nas 29.;Paweł Szefernaker;Śniadanie w Polsat News, 27.09.2020
Prawda;Przemysław Czarnek zdobył rekordowy wynik na Lubelszczyźnie, z drugiego miejsca. To był, według mnie, drugi największy, najwyższy wynik w Polsce, jeśli chodzi o osoby kandydujące z drugiego miejsca.;Jan Kanthak;Kropka nad i, 05.10.2020
Prawda;Co 25 września tego roku (...) powiedział Andrzej Duda, nasz prezydent? „Pandemia jest pod kontrolą, od połowy października spodziewamy się wypłaszczenia”.;Krzysztof Gawkowski;Wywiad polityczny w TOK FM, 08.10.2020
Prawda;Niemcy ostatnie czternaście dni – 38 tys., Polska – 38 tys., Czechy – 52 tys., Francja – 200 tys., Wielka Brytania – 170 tys.;Michał Wójcik;Rozmowa Piaseckiego, 13.10.2020
Prawda;Dzisiaj już ponad 1000 szkół w nauczaniu hybrydowym i nauczaniu online.;Władysław Kosiniak-Kamysz;Kawa na Ławę, 11.10.2020
Prawda;Jeśli chodzi o listy (ambasadorów w sprawie osób LGBT – przyp. Demagog), to dokładnie takie same listy były w 2013 roku, w 2014, w 2015.;Waldemar Buda;Fakty po Faktach, 28.09.2020
Prawda;Ministerstwo (Nauki i Szkolnictwa Wyższego – przyp. Demagog) zwiększyło o ponad 250 mln subwencję (dla uniwersytetów – przyp. Demagog) w związku z tym trudnym okresem pandemii.;Wojciech Murdzek;Gość Radia ZET, 1.10.2020
Fałsz;Wiosna, pierwsza fala, potem te promienie ultrafioletowe rzeczywiście bardzo mocno osłabiły zasięg koronawirusa, uspokoiły sytuację.;Mateusz Morawiecki;Konferencja prasowa, 08.10.2020
Nieweryfikowalne;Polskie dzieci zabijają się prawie najczęściej w Europie. 90% polskich dzieci przyznaje się do epizodu depresyjnego lub szkolnego stresu nie do wytrzymania, do bezsenności.;Anita Kucharska-Dziedzic;Facebook, 25.08.2020
Manipulacja;W tej ustawie (o zmianie ustawy o ochronie zwierząt – przyp. Demagog) policja asystuje i każdemu może sprawdzić, czy pies czy kanarek są przechowywanie w dobrych warunkach.;Michał Woś;Fakty po Faktach, 22.09.2020
Fałsz;Komisja Europejska (...) stworzyła Fundusz Sprawiedliwej Transformacji właśnie dla górnictwa, wszyscy europarlamentarzyści PiS-u zagłosowali przeciw.;Krzysztof Hetman;Kawa na ławę, 27.09.2020
Fałsz;Wie pan jaki dług publiczny mają Niemcy? 66%, Francja 87, Włochy 114. (...) My mamy poziom zadłużenia na poziomie 44 w relacji do PKB.;Jadwiga Emilewicz;Rozmowa Piaseckiego, 03.09.2020
Fałsz;(...) liczba osób w wieku poprodukcyjnym stale rośnie. Dziś jest ich już ponad 20 milionów.;Halina Bieda;Posiedzenie Senatu, 29.09.2020
Manipulacja;Przypomnę, że Platforma Obywatelska wprowadziła ograniczenia jeżeli chodzi o emerytury wobec ludzi, którzy rzeczywiście pracowali dla reżimu totalitarnego. Co więcej, było to zbadanie przez Trybunał Konstytucyjny. Był wyrok, który stwierdził konstytucyjność tego rodzaju przepisów.;Borys Budka;Onet Rano 17.09.2020
Prawda;Na milion mieszkańców w Hiszpanii zmarło 630 osób (...), a w Polsce 65 (na COVID-19 – przyp. Demagog).;Piotr Müller;Woronicza 17, 27.09.2020
Fałsz;Mamy najniższą umieralność (na koronawirusa – przyp. Demagog) na milion mieszkańców.;Artur Soboń;Tak jest TVN, 21.09.2020
Fałsz;Dzieci w tej chwili poszły do szkół, i ponad 200 szkół zostało zamkniętych i w tej chwili jest edukacja zdalna.;Włodzimierz Czarzasty;Tłit, 30.09.2020
Prawda;W ciągu ostatnich 10 lat produkcja drobiu w Polsce uległa podwojeniu. My jesteśmy dzisiaj pierwszym producentem w Europie. Bydło to jest 6 miejsce, jeśli chodzi o produkcje.;Marek Sawicki;Tok FM, 14.09.2020
Prawda;Warszawa płaci bardzo wysokie janosikowe, chyba ok. 1 miliarda zł.;Marek Borowski;Posiedzenie Senatu, 10.09.2020
Fałsz;Geriatrów (...) jest jedynie 436 w naszym kraju.;Paweł Krutul;Posiedzenie Sejmu, 16.09.2020
Prawda;Tymczasem mamy wczoraj ponad 1000 zachorowań na koronawirusa, dzisiaj ponad 900. Przypomnę, ten rząd jak było 300 zachorowań, zakazywał chodzenia do lasu, ograniczał funkcjonowanie sklepów.;Andrzej Rozenek;Kawa na ławę, 20.09.2020
Prawda;W tej chwili bezrobocie (w Polsce – przyp. Demagog), w dobie koronawirusa, jest drugie najmniejsze w Europie. (...) 3,3, w lipcu, procenta.;Paweł Szefernaker;Śniadanie Polsat News, 27.09.2020
Prawda;W ciągu ostatnich 5 lat nie mieliśmy żadnych zmian dotyczących, np. przepisów antydyskryminacyjnych (dyskryminacji ze względu na tożsamość i orientację seksualną – przyp. Demagog).;Adam Bodnar;Poranna rozmowa gazeta.pl, 14.09.2020
Prawda;To premier Morawiecki ogłosił (przed wyborami przyp. Demagog), że COVID-u już nie ma.;Andrzej Rozenek;Kawa na ławę, 20.09.2020
Prawda;W tej chwili homofobia nie jest wskazywana w kodeksie (karnym – przyp. Demagog) jako jedna z przesłanek do przestępstw nienawiści.;Agnieszka Dziemianowicz-Bąk;#RZECZoPOLITYCE, 12.08.2020
Nieweryfikowalne;Szefowa MPWiK (w Warszawie – przyp. Demagog) zarabia tyle, ile prezydent i premier razem wzięci. (...) 31 tys. zł (...) netto.;Jan Strzeżek;Tak jest, 14.09.2020
Prawda;Około 9-10% populacji dzieci ma problemy wymagające pomocy psychologicznej, psychiatrycznej.;Katarzyna Lubnauer;Posiedzenie Sejmu, 17.09.2020
Manipulacja;Jeżeli analizuję sondaże CBOS-u, gdzie konsekwentnie poparcie i zaufanie dla urzędu rzecznika, ostatnie, które jest mi znane, to było 49% – ma zaufanie. Tylko 11% nie ma zaufania.;Adam Bodnar;Graffiti, 15.09.2020
Fałsz;Nie zostałem zaproszony na rozmowę do Telewizji Publicznej przez ostatnie 5 lat. Grzegorz Schetyna nie był zaproszony do Telewizji Publicznej na wywiad jeden na jeden.;Borys Budka;Gość Radia ZET, 16.09.2020
Prawda;Taki szczególnie zły był rok 2011, kiedy od północy do południa zlikwidowano pułk w Suwałkach, zlikwidowano dywizję z siedzibą w Legionowie, zlikwidowano brygadę z siedzibą w Lublinie, zlikwidowano batalion z siedzibą w Siedlcach. To były efekty rządów koalicji PO-PSL.;Mariusz Błaszczak;['wypowiedź']
Fałsz;Od początku wakacji na (polskich – przyp. Demagog) drogach zginęło aż 397 osób.;Agnieszka Dziemianowicz-Bąk;Twitter, 26.08.2020
Prawda;W okresie tzw. lockdownu, zamknięcia na czas koronawirusa, spadła liczba wykonywanych mammografii o 200 tysięcy.;Magdalena Biejat;Graffiti, 11.09.2020
Prawda;Ja przede wszystkim chciałem zacząć od tego, że raczej w Europie właśnie standardem jest, że ministrem zdrowia nie jest lekarz, bo większość krajów w Unii Europejskiej ma ministra zdrowia, który bądź to jest prawnikiem, bądź ekonomistą, więc raczej to jest taki nasz lokalny zwyczaj.;Adam Niedzielski;Sygnały Dnia, 21.09.2020
Fałsz;Kiedyś Włochy, od których wszystko to się zaczęło w Europie, pamiętamy te ogromne liczby, dzisiaj tam ta dobowa zachorowalność na koronawirusa to jest 150-200, a w Polsce 700-1000.;Cezary Tomczyk;Fakty po faktach, 31.08.2020
Fałsz;Przez Sejm przechodzi (...) około 800 ustaw rocznie. Duża część z nich, no właściwie połowa, staje się obowiązującym prawem.;Hanna Gill-Piątek;Graffiti, 09.09.2020
Manipulacja;W Anglii, gdzie tzw. transseksualizm jest już traktowany jak coś normalnego, jest taka praktyka, że dzieciom przed okresem dojrzewania podaje się hormony blokujące dojrzewanie płciowe.;Krzysztof Bosak;Graffiti, 03.09.2020
Manipulacja;Od 20 paru lat jednak wynagrodzenia, kiedy były wprowadzane, były siedmiokrotnością przeciętnego wynagrodzenia. Dzisiaj nawet to nie są dwie przeciętne pensje.;Marek Suski;Posiedzenie Sejmu, 14.08.2020
Fałsz;W państwa programie wyborczym (Prawa i Sprawiedliwości – przyp. Demagog) w zeszłym roku nie zająknęliście się nawet jednym słowem w kwestiach praw zwierząt.;Aleksandra Gajewska;Posiedzenie Sejmu, 16.09.2020
Prawda;Przypominam że rząd Jana Krzysztofa Bieleckiego był mniejszościowy w pewnym momencie, rząd Jana Olszewskiego też był mniejszościowy, rząd pana premiera Buzka był mniejszościowy. (...) Też rząd pana premiera Belki był mniejszościowy, rządził kilka miesięcy. No i pierwszy rząd Prawa i Sprawiedliwości, pod koniec, przez 3 miesiące, pana prezesa Jarosława Kaczyńskiego rządził przez 3-4 miesiące nie mając zaplecza większościowego w Sejmie.;Krzysztof Sobolewski;Kwadrans polityczny, 18.09.2020
