assestment;text_clean;sentiment_all;sentiment_avg;uniq_words;uniq_lemm;err;net;ADJ;ADV;NOUN;e0;e1;e2;e3;e4
Prawda;Ile wydano pozwoleń na pracę dla pracowników z krajów muzułmańskich w roku 2015 i w roku 2019? W 2015 takich zgód wydano 3 tys.  ile wy (rząd Prawa i Sprawiedliwości – przyp, Demagog) wydaliście w 2019, z krajów muzułmańskich? 27 tys.  ile wydano pozwoleń dla pracowników spoza granicy kraju w roku 2015? 65 tys.  ile wy wydaliście w 2019 takich pozwoleń? 450 tys.;-0.0089954901486635;-0.202438725469013;34.0;32.0;10.0;7.0;0.2352941176470588;0.0;0.3823529411764705;-2.074325;11.274098;10.743814;16.22905;6.3369484
Manipulacja;90 proc. kandydatów na studia na Uniwersytecie Adama Mickiewicza to są Polacy, a 10 proc. obcokrajowcy.;-0.0089954901486635;-0.0089954901486635;14.0;14.0;1.0;2.0;0.0;0.0;0.2142857142857142;-1.4970788;11.201916;9.279622;15.823623;6.4817
Prawda;Powiedzmy sobie o jednej rzeczy bardzo, bardzo wyraźnie. Każdy, zgodnie z polską konstytucją, ale także z prawem międzynarodowym, m.in. konwencją genewską z ‘51 roku, której Polska jest stroną od wielu, wielu lat i której nie wypowiedziała. Każdy, kto zgłosi się na polską granicę i poprosi wyraźnie o ochronę międzynarodową, musi zostać przyjęty przez to państwo.  oczywiście to nie jest warunek przyznania ochrony, ale musi zostać włączony do postępowania administracyjnego.;-0.1020558476448059;-0.0948798330500722;54.0;55.0;3.0;3.0;0.1481481481481481;0.1296296296296296;0.2407407407407407;-0.35900372;11.83766;9.650372;18.21951;4.661895
Prawda;Polskie granice muszą być szczelne i dobrze chronione. Kto to kwestionuje, nie rozumie, czym jest państwo. Ochrona nie polega na antyhumanitarnej propagandzie, tylko sprawnym działaniu. Za czasów PiS polską granicę przekroczyło rekordowo dużo nielegalnych migrantów.;-0.0447163991630077;-0.1931544933468103;34.0;34.0;2.0;2.0;0.2058823529411764;0.0588235294117647;0.2352941176470588;-0.8096013;10.829411;10.016597;17.658358;4.977909
Manipulacja;Nie ma takiej grupy zawodowej w Polsce, którym jakby jednym ruchem obniżyło się o 20 proc. wynagrodzenia.  3 lata temu, kiedy to PiS za to, że ministrowie dostali nagrody, obniżył wynagrodzenia samorządowcom.;-0.2051286101341247;-0.2023219019174575;30.0;30.0;4.0;2.0;0.1;0.0666666666666666;0.2333333333333333;-1.250518;11.221857;11.525426;17.608765;5.3099976
Prawda;Ja podam dane dotyczące osób, które giną  na pasach dla pieszych. W Polsce rocznie jest to 250 osób, a 1 300 jest ciężko rannych, właśnie na pasach dla pieszych.;-0.093719407916069;-0.2359833642840385;23.0;23.0;1.0;1.0;0.0434782608695652;0.0434782608695652;0.391304347826087;-2.1183236;11.332235;10.469769;16.18137;6.564685
Prawda;To była bardzo trudna, długa misja w Afganistanie i tragiczna, bo przecież zginęło tam 44 Polaków – 43 żołnierzy i jeden pracownik cywilny.;-0.1453484296798706;-0.1453484296798706;21.0;21.0;3.0;1.0;0.2857142857142857;0.0952380952380952;0.1904761904761904;-0.5764294;10.4315195;10.1476;16.878925;4.9927506
Fałsz;Ilość przekroczeń polskiej granicy po roku 2015 wzrasta z roku na rok dwukrotnie. To jest ponad 40 tys. w roku 2019. Nielegalnych przekroczeń polskiej granicy.;-0.0089954901486635;-0.0350005614260832;20.0;19.0;3.0;5.0;0.25;0.05;0.45;-2.2150838;10.962846;11.138098;16.1871;6.491545
Manipulacja;My w tej kontroli zmian w systemie oświaty po reformie likwidującej gimnazja pokazaliśmy, że ilość zajęć pozalekcyjnych dla dzieci drastycznie zmalała, siedzenie w szkole drastycznie wzrosła.;-0.1486222147941589;-0.1486222147941589;23.0;23.0;2.0;0.0;0.1304347826086956;0.0869565217391304;0.391304347826087;-1.4583701;11.58356;11.060453;16.962927;5.7581196
Manipulacja; za wystąpieniem z Unii, według ostatniego sondażu, opowiada się 17 proc. Polaków, mimo że przez lata byliśmy jednym z najbardziej proeuropejsko nastawionych narodów.;-0.0089954901486635;-0.0211540749296545;22.0;22.0;4.0;2.0;0.1363636363636363;0.1363636363636363;0.3181818181818182;-1.045245;10.039759;9.9720125;16.771801;5.474072
Prawda;Decyzja polskiego parlamentu, później podpis pana prezydenta pod zmianą ustawy o k.p.a. Kodeks postępowania administracyjnego wynika z wdrożenia orzeczenia Trybunału Konstytucyjnego z 2015 roku. Trybunału, którym jeszcze wówczas zarządzał profesor Rzepliński. To już wówczas stwierdził Trybunał, że brak limitów czasowych, jeśli chodzi o odzyskiwanie nieruchomości po II wojnie światowej, tych zabranych przez komunistów, jest niezgodne z polską konstytucją.;-0.0515104755759239;-0.1284463894553482;53.0;52.0;5.0;7.0;0.2075471698113207;0.0566037735849056;0.3962264150943396;-0.14585859;11.578971;10.295868;18.72691;4.701405
Manipulacja;Prez. D.Trump, wycofał wojsko z Afganistanu, ale pod warunkiem przestrzegania poroz. z 2020 r. przez Talibów, a oni tego nie robią. Na skutek braku odpowiedzialnosći p. J. Bidena dziś dochodzi w Afganistanie do potężnego kryzysu humanitarnego i rzezi tych, którzy pomagali USA.;-0.0089954901486635;-0.1041920385323464;42.0;41.0;3.0;10.0;0.0714285714285714;0.0;0.238095238095238;0.397282;10.503389;9.950752;17.1633;5.2886996
Prawda;Ile przez 8 lat Platforma i PSL podniosły kwotę  wolną od podatku? 2 złote.;-0.3278863728046417;-0.1887404257431626;14.0;14.0;0.0;2.0;0.0714285714285714;0.0714285714285714;0.2857142857142857;-1.5863523;10.839601;12.311112;16.544611;6.045123
Manipulacja;Pamiętajmy, że polski kontyngent wojskowy wycofał się z Afganistanu już parę lat temu. Ambasadę zamknąłem, moją decyzją, jeszcze w 2014 roku, dzięki czemu dzisiaj nie musimy się martwić o jej ewakuację.;-0.225072905421257;-0.1804712042212486;30.0;29.0;2.0;3.0;0.2;0.1;0.2;-0.53970784;10.441795;10.083487;16.900991;5.274031
Fałsz;6 mln, bodajże, dziewcząt w szkołach, po raz pierwszy w historii tego kraju Afganistanu.;-0.2276608496904373;-0.2276608496904373;13.0;13.0;2.0;1.0;0.0769230769230769;0.0769230769230769;0.3076923076923077;-1.5948484;11.394738;10.102445;15.400877;6.8079147
Prawda;W moim województwie warmińsko-mazurskim, w roku jednym w 2019, na drogi gminne i na drogi powiatowe wydano więcej niż przez osiem lat rządów poprzedników.;-0.0743121653795242;-0.0743121653795242;22.0;20.0;3.0;1.0;0.2727272727272727;0.0;0.2727272727272727;-1.3403472;11.14195;12.274604;16.678095;5.7071843
Prawda;Sami Amerykanie u siebie mają prawo, które ogranicza zagraniczne udziały w mediach do 20 proc.;-0.0089954901486635;-0.0089954901486635;15.0;15.0;0.0;1.0;0.1333333333333333;0.0;0.3333333333333333;0.056524288;11.264879;10.116396;16.683691;5.698643
Manipulacja;Nieprawda. TVN od 9 lat nie pokazała mnie ani razu. To znaczy: nie wiem, czy pokazywała – bo telewizji nie ogladam w ogóle – ale ani razu nie zaprosiła. A TVP INFO czasami pokazuje...;-0.635272741317749;-0.4793873950839042;27.0;27.0;0.0;2.0;0.0;0.0;0.2222222222222222;-0.86593384;11.033703;10.582321;17.943514;4.8316774
Manipulacja;Znalazłem w sieci taką informację: pan Donald Tusk w ciągu 5 lat przewodniczenia Radzie Europejskiej zarobił 6,7 mln zł. Daje to kwotę ok. 111 000 miesięcznie. Do tego miał zapewnione mieszkanie oraz ubrania, za które nie płacił.;-0.2829511761665344;-0.2447075122036039;36.0;35.0;0.0;2.0;0.0555555555555555;0.0;0.3055555555555556;-0.9543652;11.6691;11.724129;16.287607;6.008775
Fałsz;No i niestety widzimy, że od czasu opublikowania tego raportu z 2018 roku raportu Międzyrządowego Zespołu ds. Zmian Klimatu, który już wtedy był alarmujący i mówiący o tym, że musimy bardzo ciąć emisje, jeśli nie chcemy nasilenia się tych zjawisk klimatycznych, niestety te emisje tylko wzrosły.;-0.0089954901486635;-0.0089954901486635;41.0;39.0;1.0;6.0;0.1463414634146341;0.073170731707317;0.3414634146341463;-1.4017684;10.997289;10.975591;17.72612;4.8111324
Manipulacja;Są badania opinii publicznej na ten temat przeprowadzone, z których wynikało, że ponad 80 proc. badanych jest przeciwna podwyżce dla polityków w tym momencie.;-0.0089954901486635;-0.0089954901486635;24.0;23.0;2.0;0.0;0.1666666666666666;0.0416666666666666;0.25;-1.3339518;10.706329;9.758646;17.493513;5.7145777
Manipulacja;W tej chwili te wynagrodzenia, według ankiet robionych jeszcze przed pandemią, pokazywały, że chociażby wynagrodzenie pielęgniarek średnie jest powyżej 6,5 tys. zł.;-0.0373339653015136;-0.1688473969697952;22.0;20.0;3.0;0.0;0.0909090909090909;0.0;0.2727272727272727;-1.8727418;11.200735;11.676987;16.66138;6.1876845
Prawda;Faktycznie raport NIK-u wskazał, że ok. 45 proc. kierowców, którzy otrzymują korespondencję z Inspekcji Transportu Drogowego, mówiącą o tym, że ich samochód czy kierowca ich samochodu przekroczył taką prędkość, skutecznie unikają płacenia mandatów.;-0.0903092697262764;-0.0903092697262764;33.0;33.0;4.0;2.0;0.0303030303030303;0.0909090909090909;0.3333333333333333;-0.8259175;11.470966;9.915736;18.083986;5.169087
Manipulacja;KRS  czyli ten organ, który rekomenduje prezydentowi konkretne osoby, KRS  został wskazany, ta ustawa została tak zbudowana, jak jest zbudowana w Hiszpanii.;-0.0363443493843078;-0.0363443493843078;20.0;18.0;2.0;3.0;0.2;0.1;0.25;-0.3366122;11.522692;10.434588;18.507147;4.673966
Prawda;"Kaczynski nie chce żeby kraje OECD mogły posiadać w Polsce telewizję, bo do OECD może wejść Rosja lub Chiny.
To bzdura. Przyjęcie nowych państw do OECD wymaga jednomyślności, czyli Polska ma możliwość zablokowania wejścia Rosji czy Chin. Pani Kaczynski, zmień Pan swoich doradców";-0.059448417276144;-0.271009876858443;39.0;37.0;6.0;11.0;0.0512820512820512;0.0;0.282051282051282;-0.25884864;11.211818;9.96579;17.858164;4.4311566
Prawda;Wyrok Trybunału Konstytucyjnego, 13 grudnia 2016, który mówi o tym, że Krajowa Rada Radiofonii i Telewizji powinna powoływać zarząd Telewizji Polskiej, a nie wasza Rada Mediów Narodowych. Dokładnie artykuł 213, 215. Jest to dosyć oczywisty wyrok Trybunału, niewykonany do dziś.;-0.1619357317686081;-0.2066269094745318;37.0;36.0;2.0;6.0;0.2972972972972973;0.027027027027027;0.3513513513513513;0.15150368;11.644798;10.090575;18.711594;4.6363187
Prawda;Niedawno przeprowadzono bardzo ciekawe badania opinii Polaków w sprawie TVN. Na pytanie: „Czy Prawo i Sprawiedliwość chce zlikwidować TVN?” 63 proc. badanych stwierdziło, że tak, celem partii Jarosława Kaczyńskiego jest likwidacja TVN.  zdaniem zaledwie 13 proc. Polaków celem PiS nie jest likwidacja TVN-u.;-0.0089954901486635;-0.1146171152358874;37.0;37.0;4.0;8.0;0.027027027027027;0.1081081081081081;0.3513513513513513;-0.45233336;10.377814;10.393766;17.903826;5.0878572
Fałsz;W rankingu Pearsona w ciągu ostatnich 4 lat spadliśmy o cztery miejsca.;-0.0089954901486635;-0.0089954901486635;12.0;11.0;2.0;2.0;0.1666666666666666;0.0;0.3333333333333333;-1.4370093;10.146952;11.511719;15.783222;6.913217
Manipulacja;To proponuję, aby takie „kryterium niezawisłości” zastosować wobec TSUE. I tu niespodzianka dla niezorientowanych! TSUE musiałby sam siebie zawiesić, bo o wyborze jego sędziów w 100 proc. decydują politycy. To rządy poszczególnych państw UE wskazują kandydatów na sędziów TSUE, a następnie dokonują ich wyboru.;-0.0089954901486635;0.026633543583254;40.0;38.0;5.0;3.0;0.1;0.05;0.25;0.24291252;11.3532715;9.933322;18.952356;4.970795
Manipulacja;Pamiętam, kiedyś mówił Donald Tusk, że polskość to nienormalność.;-0.1421402990818023;-0.0585466958582401;9.0;9.0;3.0;1.0;0.2222222222222222;0.0;0.2222222222222222;-0.09641527;10.383618;10.617925;17.939432;4.6035357
Fałsz;Na przykład dla Niemiec jesteśmy trzecim co do wielkości partnerem handlowym, większym niż USA, Włochy czy Francja.;-0.0089954901486635;-0.0089954901486635;17.0;17.0;2.0;4.0;0.0588235294117647;0.0588235294117647;0.1764705882352941;-1.0866082;9.921389;10.254795;15.593328;5.0864286
Nieweryfikowalne;62 proc. Polaków popiera świeckie państwo.;-0.2147544026374817;-0.2147544026374817;6.0;6.0;2.0;0.0;0.0;0.0;0.1666666666666666;-1.2522486;10.861928;8.913276;15.896808;6.270553
Manipulacja;Od 23 lat nie zmieniła się wysokość uposażenia poselskiego, była zmiana, jeśli chodzi o dosłownie 180 zł podwyżki dla najważniejszych osób w kraju, mam na myśli wiceministrów i ministrów.;-0.1674467325210571;-0.2409204542636871;29.0;29.0;5.0;0.0;0.0689655172413793;0.0344827586206896;0.2758620689655172;-1.7838961;11.02395;11.912374;16.728262;6.137839
Fałsz;W okresie 2007–2015 mieliśmy do czynienia z coraz niższym poziomem wykształcenia Polaków.;-0.0089954901486635;-0.0089954901486635;13.0;13.0;2.0;1.0;0.0769230769230769;0.0769230769230769;0.3076923076923077;-1.8746287;10.289722;11.566579;16.209385;6.182913
Fałsz;Szczepionka mRNA, która modyfikuje nasze RNA. Bardzo podejrzana sprawa, zobaczymy co na ten temat powiedzą naukowcy, bo robią badania.  Przypominamy, że żadna szczepionka nie jest jeszcze przebadana, żadna. Nawet Sputnik V jest dopiero niecały rok w użyciu, w sierpniu ubiegłego roku wszedł Sputnik V. Inne szczepionki są pół roku. I nie można o nich nic powiedzieć. Nic.;-0.2934146523475647;-0.3559966792485544;50.0;46.0;1.0;4.0;0.14;0.02;0.4;-1.0174402;11.4912195;9.148827;17.257793;6.096748
Prawda;Chyba 3 lata immunitet Pana Prezesa Kwiatkowskiego były prezes NIK był uchylony.;-0.5035492181777954;-0.2498435005545616;12.0;11.0;1.0;2.0;0.1666666666666666;0.0;0.4166666666666667;0.48994935;10.609396;10.685361;18.324705;5.0893497
Nieweryfikowalne;W ciągu 3 lat od wprowadzenia w Polsce zakazu niedzielnego handlu ubyło nam 6500 sklepów. Największy spadek zaliczyły małe, czyli te, którym zakaz miał pomóc. Zakaz handlu miał pomóc takim przedsiębiorcom prowadzącym małe sklepy.;-0.0089954901486635;-0.0498134077837069;30.0;27.0;3.0;1.0;0.1666666666666666;0.0;0.3666666666666666;-1.1052884;11.424061;11.217471;17.523205;5.055423
Nieweryfikowalne;Mój syn, z wyższym wykształceniem, uniwersytet, studia na politechnice, socjolog, 20 lat zajmujący się transportem w Gdańsku, jest de facto urzędnikiem do spraw merytorycznych, dotyczących komunikacji w Gdańsku i zarabia netto poniżej 3 tys. zł miesięcznie.;-0.0089954901486635;-0.0089954901486635;34.0;34.0;4.0;2.0;0.1470588235294117;0.0588235294117647;0.3529411764705882;-1.1046426;11.814937;10.748198;17.234238;5.3548093
Manipulacja;Otóż przytoczę ostatnie badania z tzw. międzynarodowego programu oceny umiejętności PISA. To badania, które są miarodajne dla siedemdziesięciu kilku krajów. We wszystkich trzech głównych kategoriach Polska, polskie dzieci wypadły lepiej niż w poprzednim badaniu.;0.0270578879863023;0.0021951872234543;33.0;31.0;5.0;2.0;0.1818181818181818;0.0303030303030303;0.3939393939393939;-1.8786979;10.42749;10.45268;16.727783;5.605081
Prawda;"Wiedzieliście że obecnie polski podatnik finansuje białoruskim studentom (żadne polskie korzenie nie są wymagane) comiesięczne stypendia wysokości 1250-1500 złotych?
Jeśli dobrze rozumiem to stypendium jest zależne od narodowości, a nie od wyników w nauce.";-0.1440020054578781;-0.1090713730081915;33.0;31.0;6.0;3.0;0.2121212121212121;0.0606060606060606;0.303030303030303;-1.0812569;11.766459;10.444473;17.325733;5.6565204
Manipulacja;W sprawie Nord Stream 2 jest bardzo jasne stanowisko Parlamentu Europejskiego , nawet jeżeli ten gazociąg będzie wybudowany w stu procentach , to nie powinien funkcjonować, jest możliwość zamrożenia tej inwestycji.;-0.09868024289608;-0.09868024289608;27.0;25.0;3.0;2.0;0.1111111111111111;0.037037037037037;0.2592592592592592;-0.6706515;11.384397;10.65297;16.696922;4.581071
Prawda;W 2015 roku, jak Prawo i Sprawiedliwość szło do wyborów, to na ustach miało frazesy w postaci takiej: „Dlaczego rząd Platformy Obywatelskiej – Polskiego Stronnictwa Ludowego zezwala na import węgla Rosji?”. Wiecie, że teraz dwa razy tyle tego węgla z Rosji przychodzi do Polski? I wy na to zezwalacie.;-0.2316212356090545;-0.4133003105719884;42.0;39.0;3.0;6.0;0.0952380952380952;0.0952380952380952;0.238095238095238;-0.8223666;10.909734;10.905136;18.072796;4.6510234
Prawda;W tej kadencji posłowie odbyli 7291 lotów. Poszło na to w sumie 4,2 mln. Rekordzista leciał 140 razy. Nieźle biorąc pod uwagę, że było na to tylko 18 miesięcy. Wychodzi prawie 2 loty tygodniowo. Latanie posłów po Polsce powinno być absolutnym wyjątkiem. Ja sam leciałem 0 razy.;-0.4036895334720611;-0.2742047908582857;44.0;43.0;2.0;2.0;0.0454545454545454;0.0227272727272727;0.25;-1.3379264;11.457525;11.52897;16.719112;5.965466
Prawda;Nie mówicie nic o wskaźniku aktywności eksportowej, o tak naprawdę aktywności przemysłowej, która notuje 12 miesiąc z rzędu powyżej 50 punktów i to pokazuje, że skala eksportu i polskiej gospodarki jest naprawdę duża.;-0.0172181762754917;-0.0172181762754917;29.0;29.0;5.0;1.0;0.1724137931034483;0.0344827586206896;0.2758620689655172;-2.1785517;10.373406;11.3608465;16.369982;5.665491
