assestment;text
Prawda;Ministerstwo (Nauki i Szkolnictwa Wyższego – przyp. Demagog) zwiększyło o ponad 250 mln subwencję (dla uniwersytetów – przyp. Demagog) w związku z tym trudnym okresem pandemii.
Fałsz;Wiosna, pierwsza fala, potem te promienie ultrafioletowe rzeczywiście bardzo mocno osłabiły zasięg koronawirusa, uspokoiły sytuację.
Nieweryfikowalne;Polskie dzieci zabijają się prawie najczęściej w Europie. 90% polskich dzieci przyznaje się do epizodu depresyjnego lub szkolnego stresu nie do wytrzymania, do bezsenności.
Manipulacja;W tej ustawie (o zmianie ustawy o ochronie zwierząt – przyp. Demagog) policja asystuje i każdemu może sprawdzić, czy pies czy kanarek są przechowywanie w dobrych warunkach.
Fałsz;Komisja Europejska (…) stworzyła Fundusz Sprawiedliwej Transformacji właśnie dla górnictwa, wszyscy europarlamentarzyści PiS-u zagłosowali przeciw.
Fałsz;Wie pan jaki dług publiczny mają Niemcy? 66%, Francja 87, Włochy 114. (…) My mamy poziom zadłużenia na poziomie 44 w relacji do PKB.
Fałsz;(…) liczba osób w wieku poprodukcyjnym stale rośnie. Dziś jest ich już ponad 20 milionów.
Manipulacja;Przypomnę, że Platforma Obywatelska wprowadziła ograniczenia jeżeli chodzi o emerytury wobec ludzi, którzy rzeczywiście pracowali dla reżimu totalitarnego. Co więcej, było to zbadanie przez Trybunał Konstytucyjny. Był wyrok, który stwierdził konstytucyjność tego rodzaju przepisów.
Prawda;Na milion mieszkańców w Hiszpanii zmarło 630 osób (…), a w Polsce 65 (na COVID-19 – przyp. Demagog).
Fałsz;Mamy najniższą umieralność (na koronawirusa – przyp. Demagog) na milion mieszkańców.
Fałsz;Dzieci w tej chwili poszły do szkół, i ponad 200 szkół zostało zamkniętych i w tej chwili jest edukacja zdalna.
Prawda;W ciągu ostatnich 10 lat produkcja drobiu w Polsce uległa podwojeniu. My jesteśmy dzisiaj pierwszym producentem w Europie. Bydło to jest 6 miejsce, jeśli chodzi o produkcje.
Prawda;Warszawa płaci bardzo wysokie janosikowe, chyba ok. 1 miliarda zł.
Fałsz;Geriatrów (…) jest jedynie 436 w naszym kraju.
Prawda;Tymczasem mamy wczoraj ponad 1000 zachorowań na koronawirusa, dzisiaj ponad 900. Przypomnę, ten rząd jak było 300 zachorowań, zakazywał chodzenia do lasu, ograniczał funkcjonowanie sklepów.
Prawda;W tej chwili bezrobocie (w Polsce – przyp. Demagog), w dobie koronawirusa, jest drugie najmniejsze w Europie. (…) 3,3, w lipcu, procenta.
Prawda;W ciągu ostatnich 5 lat nie mieliśmy żadnych zmian dotyczących, np. przepisów antydyskryminacyjnych (dyskryminacji ze względu na tożsamość i orientację seksualną – przyp. Demagog).
Prawda;To premier Morawiecki ogłosił (przed wyborami przyp. Demagog), że COVID-u już nie ma.
Prawda;W tej chwili homofobia nie jest wskazywana w kodeksie (karnym – przyp. Demagog) jako jedna z przesłanek do przestępstw nienawiści.
Nieweryfikowalne;Szefowa MPWiK (w Warszawie – przyp. Demagog) zarabia tyle, ile prezydent i premier razem wzięci. (…) 31 tys. zł (…) netto.
Prawda;Około 9-10% populacji dzieci ma problemy wymagające pomocy psychologicznej, psychiatrycznej.
Manipulacja;Jeżeli analizuję sondaże CBOS-u, gdzie konsekwentnie poparcie i zaufanie dla urzędu rzecznika, ostatnie, które jest mi znane, to było 49% – ma zaufanie. Tylko 11% nie ma zaufania.
Fałsz;Nie zostałem zaproszony na rozmowę do Telewizji Publicznej przez ostatnie 5 lat. Grzegorz Schetyna nie był zaproszony do Telewizji Publicznej na wywiad jeden na jeden.
Prawda;Taki szczególnie zły był rok 2011, kiedy od północy do południa zlikwidowano pułk w Suwałkach, zlikwidowano dywizję z siedzibą w Legionowie, zlikwidowano brygadę z siedzibą w Lublinie, zlikwidowano batalion z siedzibą w Siedlcach. To były efekty rządów koalicji PO-PSL.
Fałsz;Od początku wakacji na (polskich – przyp. Demagog) drogach zginęło aż 397 osób.
Prawda;W okresie tzw. lockdownu, zamknięcia na czas koronawirusa, spadła liczba wykonywanych mammografii o 200 tysięcy.
Prawda;Ja przede wszystkim chciałem zacząć od tego, że raczej w Europie właśnie standardem jest, że ministrem zdrowia nie jest lekarz, bo większość krajów w Unii Europejskiej ma ministra zdrowia, który bądź to jest prawnikiem, bądź ekonomistą, więc raczej to jest taki nasz lokalny zwyczaj.
Fałsz;Kiedyś Włochy, od których wszystko to się zaczęło w Europie, pamiętamy te ogromne liczby, dzisiaj tam ta dobowa zachorowalność na koronawirusa to jest 150-200, a w Polsce 700-1000.
Fałsz;Przez Sejm przechodzi (…) około 800 ustaw rocznie. Duża część z nich, no właściwie połowa, staje się obowiązującym prawem.
Manipulacja;W Anglii, gdzie tzw. transseksualizm jest już traktowany jak coś normalnego, jest taka praktyka, że dzieciom przed okresem dojrzewania podaje się hormony blokujące dojrzewanie płciowe.
Manipulacja;Od 20 paru lat jednak wynagrodzenia, kiedy były wprowadzane, były siedmiokrotnością przeciętnego wynagrodzenia. Dzisiaj nawet to nie są dwie przeciętne pensje.
Fałsz;W państwa programie wyborczym (Prawa i Sprawiedliwości – przyp. Demagog) w zeszłym roku nie zająknęliście się nawet jednym słowem w kwestiach praw zwierząt.
Prawda;Przypominam że rząd Jana Krzysztofa Bieleckiego był mniejszościowy w pewnym momencie, rząd Jana Olszewskiego też był mniejszościowy, rząd pana premiera Buzka był mniejszościowy. (…) Też rząd pana premiera Belki był mniejszościowy, rządził kilka miesięcy. No i pierwszy rząd Prawa i Sprawiedliwości, pod koniec, przez 3 miesiące, pana prezesa Jarosława Kaczyńskiego rządził przez 3-4 miesiące nie mając zaplecza większościowego w Sejmie.
Fałsz;(…) okazuje się, że ponad 30% osób w Polsce deklaruje, że będzie się szczepiło przeciwko koronawirusowi.
Fałsz;Odsetek schronisk dla zwierząt, w których, podczas kontroli, wykazywane są nieprawidłowości – 20%.
Nieweryfikowalne;Ubój dla celów religijnych to jest bardzo ważna część eksportu polskiego rolnictwa. (…) około 7 mld, szczególnie w drobiu – to jest 40%. 
Fałsz;Wyobraża pani w swojej stacji (…) codzienne komunikaty, dziś na raka, na różne nowotwory zmarło w Polsce 300 osób, zmarło, a zachorowało prawie 600. Wyobraża pani sobie takie komunikaty? To jest rzeczywistość polskiej onkologii.
Prawda;Mamy 5% nauczycieli, którzy są powyżej 60. roku życia. Średnia wieku nauczycieli to 44 lata.
Manipulacja;73% społeczeństwa, a na wsi 72% społeczeństwa, popiera projekt ustawy o ochronie zwierząt.
Prawda;Według Głównego Urzędu Statystycznego w maju 2020 r. z turystycznych obiektów noclegowych skorzystało 387 tysięcy osób, czyli o 88,2% mniej niż przed rokiem. To jest porażająca liczba, muszę powiedzieć. W czerwcu spadek był niewiele mniejszy i wyniósł 62,7%.
Manipulacja;W analogicznym okresie w 2019 r. ilość nowych ognisk (ASF – przyp. Demagog) w roku 2020 spadła o 60%. Raptem kilka w Polsce nowych ognisk, kiedy chociażby w Rumunii 1163 ogniska.
Manipulacja;Ponad 60% Polaków akceptuje takie związki (partnerskie – przyp. Demagog).
Fałsz;Rocznie na ten projekt, największy projekt wolnych mediów na Białorusi (TV Biełsat – przyp. Demagog) rząd polski, w różnych formach, przeznacza około 40 milionów złotych.
Fałsz;Jesteśmy (…) drugim co do wielkości eksporterem (futer – przyp. Demagog) w Europie.
Prawda;Tak było w historii III Rzeczypospolitej, chyba przez większość historii III Rzeczypospolitej, i chyba za rządów lewicy również, prokurator generalny i minister sprawiedliwości byli jedną osobą.
Prawda;Anglia (…), Holandia, Belgia, Austria – tam już są dawno zakazy (hodowli zwierząt na futra – przyp. Demagog). Niemcy wprowadziły przepisy, które de facto uniemożliwiają prowadzenie tego typu działalności.
Prawda;Ja przypomnę, że w latach 13-14, kiedy byłem ministrem rolnictwa, ta produkcja (mięsa z uboju rytualnego w systemach halah i koszer – przyp. Demagog) była całkowicie zakazana, bo były stosowne orzeczenia Trybunału Konstytucyjnego. Po orzeczeniu w roku 2014 można w Polsce stosować ten ubój.
Manipulacja;Ustawy o Sądzie Najwyższym – na Wyspach Brytyjskich 2 lata zajęło, żeby ustanowić takie prawo – w Polsce zostały zrealizowane w ciągu 2 dni.
Prawda;Proszę pamiętać, że w ostatnim czasie (w ostatnich dwóch latach – przyp. Demagog) wzrost wynagrodzeń nauczycieli to 20 niemal 8 procent.
Prawda;Blisko 80% Polaków jest przeciwna hodowli zwierząt na futra, tylko po to, żeby pozyskiwać futra. 
Prawda;My musimy przede wszystkim spojrzeć na to, że wskaźnik dzietności wzrósł (po wprowadzeniu programu 500 plus – przyp. Demagog).
Manipulacja;W poprzedniej kadencji złożyliśmy projekt ustawy, który zakazywał hodowli norek, to złożyła Platforma Obywatelska, przypomnę. Wtedy też prezes Kaczyński obiecywał, że nie będzie hodowli norek w Polsce, no ale na obietnicach i słowach się skończyło.
Prawda;Ostatnie dane Eurostatu, które pokazują, że średni spadek PKB w tym ostatnim kwartale (…) w Unii Europejskiej jest ok. -15%, a w Polsce jest (minus – przyp. Demagog) 7 z kawałkiem (procent – przyp. Demagog).
Prawda;Ponieważ tam, gdzie w definicji tej konwencji mowa jest o płci społeczno-kulturowej, która w języku angielskim określa się mianem „gender”, w przeciwieństwie do po prostu zwykłej płci biologicznej, która określa się słowem „sex”, to wówczas w polskim tłumaczeniu ta płeć społeczno-kulturowa, która jest zdefiniowana bardzo wyraźnie w definicji tej konwencji, została 20 kilka razy pominięta i przetłumaczona jako zwykła płeć, czyli w domyśle biologiczna.
Manipulacja;Jeden z polityków Platformy Obywatelskiej zaproponował, żeby Rafał Trzaskowski był prezydentem na pół etat. To nie jest żart, takie słowa ze strony jednego liderów Platformy Obywatelskiej padły. A drugie pół etatu, żeby budował nowy ruch społeczny.
Prawda;Milion ludzi w Polsce nie deklaruje przywiązania do żadnej religii.
Prawda;W ramach tych 2% (PKB na obronność – przyp. Demagog) kupiono, np. Boeingi dla rządu.
Prawda;Od początku epidemii, od marca nie była nowelizowana, aktualizowana lista leków refundowanych.
Prawda;Są bardzo nieliczne przeciwwskazania (medyczne do noszenia maseczki – przyp. Demagog): bardzo ciężka postać niewydolności serca, bardzo ciężka postać niewydolności oddechowej, jakaś bardzo ciężka postać alergii na twarzy – ale wtedy można nosić przyłbicę.
Prawda;Zaostrzyliśmy kary przecież za znęcanie się nad zwierzętami.
Prawda;Wzrasta bezrobocie. W czerwcu osiągnęło ono już poziom 6,1% i wśród wszystkich nowych bezrobotnych, największy odsetek jest ludzi młodych, do 30. roku życia, to jest 40 tys. ludzi.
Prawda;Rafał Trzaskowski jest prezydentem, który mówił w czerwcu, że Warszawą można zarządzać zdalnie.
Prawda;Jeżeli zbada Pan jakiekolwiek sondaże dotyczące funkcjonowania państwa i zaufania obywateli do państwa, to okazuje się, że największe zaufanie mają właśnie do samorządów.
Prawda;Jedynie 309 z ponad 12 tys. dziecięcych ofiar, zarejestrowanych przez policję, odizolowano od sprawców i umieszczono w bezpiecznym miejscu. 98% tych ofiar pozostaje w swoich domach, razem ze swoimi oprawcami.
Prawda;Są w tej konwencji rzeczy, które od, pomimo że 5 lat ta konwencja jest ratyfikowana przez Polskę, nie zostały do polskiego systemu prawnego wprowadzone, np. tak oczywista rzecz w dzisiejszych czasach i polskich warunkach jak przemoc ekonomiczna.
Fałsz;W Konwencji są zapisy dyskryminujące ze względu na płeć, np. jak jest mowa o przemocy, o ochronie przed przemocą, to jest mowa tylko o kobietach.
Prawda;Mazowsze od 2018 r. podzielone jest na dwie jednostki NUTS 2: stołeczny, który miał w 2018 r. 156% średniego unijnego PKB na mieszkańca oraz regionalny – 60%. 
Prawda;Budżet KPRM: 2019 335 mln. zł. 2015 146 mln. zł.
Fałsz;Jarosław Kaczyński (…) przez 5 lat nie przychodził na żadne posiedzenie Rady Bezpieczeństwa Narodowego (w czasie prezydentury Bronisława Komorowskiego – przyp. Demagog).
Manipulacja;Rząd rośnie jak na drożdżach: 1.5.2020 107 ministrów/wice. 1.5.2019 103 ministrów/wice. (Morawiecki w 2018 obiecywał zmniejszenie rządu). 
Prawda;Gdyby nie były spisów powszechnych, nie wiedzielibyśmy, że 800 tys. ludzi w Polsce deklaruje się jako Ślązacy. (…) Ale 400 tys. z nich deklaruje tylko tożsamość śląską.
Prawda;A w przypadku posłów, senatorów, samorządowców uległy (wynagrodzenia – przyp. Demagog) nawet w 2018 roku obniżeniu o 20%.
Manipulacja;Patrz: wypowiedź premiera rządu Holandii, gdzie w ostatnich tygodniach publicznie stwierdzono, że nie będzie więcej przymuszania Holendrów do przywdziewania tych żałosnych maseczek, ponieważ – cytuję – nie ma naukowych dowodów na to, że to ma sens.
Prawda;Chyba dzisiaj był sondaż opublikowany, który mówił o tym, jak rodzice do tej sprawy podchodzą. Z tego co pamiętam, ok. 70% rodziców uważa, że należy wrócić do nauczania stacjonarnego (…), 68 (procent – przyp. Demagog) – chyba.
Prawda;2020: 260 mln chrześcijan zmaga się ze szczególnie silnymi prześladowaniami w 50 krajach należących do Światowego Indeksu Prześladowań.
Fałsz;Mamy najmniejszą liczbę ofiar śmiertelnych (z powodu koronawirusa – przyp. Demagog) na świecie.
Fałsz;(O obniżkach pensji dla polityków w 2018 r. – przy. Demagog) zrobili to również państwa koledzy (z partii opozycyjnych – przyp. Demagog), głosując za tymi obniżkami. (…) Za tymi sprawami głosują izby Sejmu i Senatu, i tak zagłosowali również wasi koledzy te kilka lat temu.
Prawda;Dalece niepokojąca jest też zawarta w tej informacji (ankiecie przeprowadzonej przez biuro Rzecznika Praw Dziecka – przyp. Demagog) informacja o 26% wychowanków domów dziecka, którzy potrzebują pomocy psychiatrycznej.
Prawda;Zgodnie z przeprowadzoną przez biuro samego Rzecznika (Praw Dziecka – przyp. Demagog) ankietą dowiadujemy się, że w domach dziecka, w tej chwili, ponad 22% dzieci przebywających w domach dziecka to dzieci do lat 7, które, zgodnie z ustawą o pieczy zastępczej, w ogóle nie nie powinny w tych domach dziecka przebywać
Prawda;Rok temu egzamin dojrzałości zdało 80 proc. maturzystów, w tym – 74 proc. Tyle w temacie skuteczności zdalnego nauczania, o czym we wrześniu boleśnie przekona się wielu uczniów.
Prawda;Młodzi ludzie, zgodnie zresztą raportami ECDC, nie są takim nośnikiem choroby, o której wszyscy ostatnio mówią. (…) Jeszcze raz powtórzę, opinia międzynarodowej europejskiej agencji, jest taka, jak właśnie powiedziałem. Młodzież rzadziej zapada na choroby, nie jest takim przekaźnikiem jak dorośli.
Prawda;Ilość śmierci na milion mieszkańców u nas jest na razie 52, bo to rośnie niestety. A u nich (w Szwecji – przyp. Demagog) jest 580.
Prawda;Ile powstało stacji doładowania? Z planowanych 6,5 tys. – 1200. Czyli 5 stacji na 100 tys. mieszkańców miast. Dla porównania, w takich państwach jak Holandia, to ponad 100 ładowarek na 100 tys. mieszkańców.
Prawda;W roku 2019 38% z nas mieszkało na zbyt małej powierzchni. Gorzej jest tylko w Bułgarii, na Łotwie i Rumunii.
Prawda;Jeżeli chodzi o same zakłady poprawcze, to poziom powrotności do przestępstwa wynosi 52%. (…) Jeżeli chodzi o powrotność do przestępstwa nieletnich w ogóle, a więc nie tylko tych z zakładów poprawczych, ale również z MOW-ów, to ona kształtuje się (…) na poziomie 44%.
